Date,Open,High,Low,Close,Adj Close,Volume
2021-09-07,740.000000,760.200012,739.260010,752.919983,752.919983,20039800
2021-09-08,761.580017,764.450012,740.770020,753.869995,753.869995,18793000
2021-09-09,753.409973,762.099976,751.630005,754.859985,754.859985,14077700
2021-09-10,759.599976,762.609985,734.520020,736.270020,736.270020,15114300
2021-09-13,740.210022,744.780029,708.849976,743.000000,743.000000,22952500
2021-09-14,742.570007,754.469971,736.400024,744.489990,744.489990,18524900
2021-09-15,745.000000,756.859985,738.359985,755.830017,755.830017,15357700
2021-09-16,752.830017,758.909973,747.609985,756.989990,756.989990,13923400
2021-09-17,757.150024,761.039978,750.000000,759.489990,759.489990,28204200
2021-09-20,734.559998,742.000000,718.619995,730.169983,730.169983,24757700
2021-09-21,734.789978,744.739990,730.440002,739.380005,739.380005,16330700
2021-09-22,743.530029,753.669983,739.119995,751.940002,751.940002,15126300
2021-09-23,755.000000,758.200012,747.919983,753.640015,753.640015,11947500
2021-09-24,745.890015,774.799988,744.559998,774.390015,774.390015,21373000
2021-09-27,773.119995,799.000000,769.309998,791.359985,791.359985,28070700
2021-09-28,787.200012,795.640015,766.179993,777.559998,777.559998,25381400
2021-09-29,779.799988,793.500000,770.679993,781.309998,781.309998,20942900
2021-09-30,781.000000,789.130005,775.000000,775.479980,775.479980,17956000
2021-10-01,778.400024,780.780029,763.590027,775.219971,775.219971,17031400
2021-10-04,796.500000,806.969971,776.119995,781.530029,781.530029,30483300
2021-10-05,784.799988,797.309998,774.200012,780.590027,780.590027,18432600
2021-10-06,776.200012,786.659973,773.219971,782.750000,782.750000,14632800
2021-10-07,785.460022,805.000000,783.380005,793.609985,793.609985,19195800
2021-10-08,796.210022,796.380005,780.909973,785.489990,785.489990,16711100
2021-10-11,787.650024,801.239990,785.500000,791.940002,791.940002,14200300
2021-10-12,800.929993,812.320007,796.570007,805.719971,805.719971,22020000
2021-10-13,810.469971,815.409973,805.780029,811.080017,811.080017,14120100
2021-10-14,815.489990,820.250000,813.349976,818.320007,818.320007,12247200
2021-10-15,823.739990,843.210022,822.349976,843.030029,843.030029,18818000
2021-10-18,851.789978,875.260010,851.469971,870.109985,870.109985,24207200
2021-10-19,877.530029,877.950012,862.510010,864.270020,864.270020,17381100
2021-10-20,865.349976,869.489990,857.380005,865.799988,865.799988,14032100
2021-10-21,856.000000,900.000000,855.500000,894.000000,894.000000,31481500
2021-10-22,895.500000,910.000000,890.960022,909.679993,909.679993,22880800
2021-10-25,950.530029,1045.020020,944.200012,1024.859985,1024.859985,62852100
2021-10-26,1024.689941,1094.939941,1001.440002,1018.429993,1018.429993,62415000
2021-10-27,1039.660034,1070.880005,1030.780029,1037.859985,1037.859985,38526500
2021-10-28,1068.310059,1081.000000,1054.199951,1077.040039,1077.040039,27213200
2021-10-29,1081.859985,1115.209961,1073.209961,1114.000000,1114.000000,29918400
2021-11-01,1145.000000,1209.750000,1118.660034,1208.589966,1208.589966,56048700
2021-11-02,1159.359985,1208.589966,1146.000000,1172.000000,1172.000000,42737800
2021-11-03,1177.329956,1215.390015,1152.619995,1213.859985,1213.859985,34628500
2021-11-04,1234.410034,1243.489990,1217.000000,1229.910034,1229.910034,25397400
2021-11-05,1228.000000,1239.869995,1208.000000,1222.089966,1222.089966,21579900
2021-11-08,1149.790039,1197.000000,1133.000000,1162.939941,1162.939941,33445700
2021-11-09,1173.599976,1174.500000,1011.520020,1023.500000,1023.500000,59105800
2021-11-10,1010.409973,1078.099976,987.309998,1067.949951,1067.949951,42802700
2021-11-11,1102.770020,1104.969971,1054.680054,1063.510010,1063.510010,22396600
2021-11-12,1047.500000,1054.500000,1019.200012,1033.420044,1033.420044,25182300
2021-11-15,1017.630005,1031.979980,978.599976,1013.390015,1013.390015,34775600
2021-11-16,1003.309998,1057.199951,1002.179993,1054.729980,1054.729980,26542400
2021-11-17,1063.510010,1119.640015,1055.500000,1089.010010,1089.010010,31445400
2021-11-18,1106.550049,1112.000000,1075.020020,1096.380005,1096.380005,20898900
2021-11-19,1098.869995,1138.719971,1092.699951,1137.060059,1137.060059,21642300
2021-11-22,1162.329956,1201.949951,1132.430054,1156.869995,1156.869995,33072500
2021-11-23,1167.510010,1180.500000,1062.699951,1109.030029,1109.030029,36171700
2021-11-24,1080.390015,1132.770020,1062.000000,1116.000000,1116.000000,22560200
2021-11-26,1099.469971,1108.780029,1081.000000,1081.920044,1081.920044,11680900
2021-11-29,1100.989990,1142.670044,1100.189941,1136.989990,1136.989990,19464500
2021-11-30,1144.369995,1168.000000,1118.000000,1144.760010,1144.760010,27092000
2021-12-01,1160.699951,1172.839966,1090.760010,1095.000000,1095.000000,22816800
2021-12-02,1099.060059,1113.000000,1056.650024,1084.599976,1084.599976,24371600
2021-12-03,1084.790039,1090.579956,1000.210022,1014.969971,1014.969971,30696300
